record_id,redcap_repeat_instrument,redcap_repeat_instance,name,gender,eye_color,race,hair_color,height,weight,publisher,skin_color,alignment,heroes_information_complete,power,super_hero_powers_complete
200,super_hero_powers,1,,,,,,,,,,,,Agility,0
200,super_hero_powers,2,,,,,,,,,,,,Stealth,0
200,super_hero_powers,3,,,,,,,,,,,,Marksmanship,0
200,super_hero_powers,4,,,,,,,,,,,,"Weapons Master",0
200,super_hero_powers,5,,,,,,,,,,,,Intelligence,0
200,super_hero_powers,6,,,,,,,,,,,,Telepathy,0
200,super_hero_powers,7,,,,,,,,,,,,Stamina,0
200,super_hero_powers,8,,,,,,,,,,,,"Enhanced Senses",0
200,super_hero_powers,9,,,,,,,,,,,,Reflexes,0
200,super_hero_powers,10,,,,,,,,,,,,"Enhanced Hearing",0
200,super_hero_powers,11,,,,,,,,,,,,Echolocation,0
200,super_hero_powers,12,,,,,,,,,,,,"Enhanced Smell",0
200,super_hero_powers,13,,,,,,,,,,,,"Enhanced Touch",0
200,super_hero_powers,14,,,,,,,,,,,,"Radar Sense",0
201,,,Darkhawk,Male,brown,Human,Brown,185,81,"Marvel Comics",-,good,0,,
201,super_hero_powers,1,,,,,,,,,,,,Durability,0
201,super_hero_powers,2,,,,,,,,,,,,Flight,0
201,super_hero_powers,3,,,,,,,,,,,,"Energy Blasts",0
201,super_hero_powers,4,,,,,,,,,,,,"Weapon-based Powers",0
201,super_hero_powers,5,,,,,,,,,,,,"Force Fields",0
201,super_hero_powers,6,,,,,,,,,,,,"Power Suit",0
201,super_hero_powers,7,,,,,,,,,,,,"Vision - Telescopic",0
201,super_hero_powers,8,,,,,,,,,,,,"Vision - Infrared",0
202,,,Darkman,Male,-,-,-,-99,-99,"Universal Studios",-,good,0,,
202,super_hero_powers,1,,,,,,,,,,,,Durability,0
202,super_hero_powers,2,,,,,,,,,,,,Intelligence,0
202,super_hero_powers,3,,,,,,,,,,,,"Super Strength",0
203,,,Darkseid,Male,red,"New God","No Hair",267,817,"DC Comics",grey,bad,0,,
203,super_hero_powers,1,,,,,,,,,,,,Agility,0
203,super_hero_powers,2,,,,,,,,,,,,"Accelerated Healing",0
203,super_hero_powers,3,,,,,,,,,,,,"Dimensional Awareness",0
203,super_hero_powers,4,,,,,,,,,,,,Flight,0
203,super_hero_powers,5,,,,,,,,,,,,Marksmanship,0
203,super_hero_powers,6,,,,,,,,,,,,Intelligence,0
203,super_hero_powers,7,,,,,,,,,,,,"Super Strength",0
203,super_hero_powers,8,,,,,,,,,,,,Telepathy,0
203,super_hero_powers,9,,,,,,,,,,,,"Energy Blasts",0
203,super_hero_powers,10,,,,,,,,,,,,"Size Changing",0
203,super_hero_powers,11,,,,,,,,,,,,Stamina,0
203,super_hero_powers,12,,,,,,,,,,,,"Super Speed",0
203,super_hero_powers,13,,,,,,,,,,,,Teleportation,0
203,super_hero_powers,14,,,,,,,,,,,,Telekinesis,0
203,super_hero_powers,15,,,,,,,,,,,,"Energy Beams",0
203,super_hero_powers,16,,,,,,,,,,,,"Dimensional Travel",0
203,super_hero_powers,17,,,,,,,,,,,,Immortality,0
203,super_hero_powers,18,,,,,,,,,,,,"Astral Projection",0
203,super_hero_powers,19,,,,,,,,,,,,Reflexes,0
203,super_hero_powers,20,,,,,,,,,,,,Invulnerability,0
203,super_hero_powers,21,,,,,,,,,,,,"Force Fields",0
203,super_hero_powers,22,,,,,,,,,,,,"Psionic Powers",0
203,super_hero_powers,23,,,,,,,,,,,,"Mind Control",0
203,super_hero_powers,24,,,,,,,,,,,,"Molecular Manipulation",0
203,super_hero_powers,25,,,,,,,,,,,,Levitation,0
203,super_hero_powers,26,,,,,,,,,,,,"Energy Manipulation",0
203,super_hero_powers,27,,,,,,,,,,,,"Toxin and Disease Resistance",0
203,super_hero_powers,28,,,,,,,,,,,,Resurrection,0
204,,,Darkside,-,-,-,-,-99,-99,,-,bad,0,,
205,,,Darkstar,Female,brown,Mutant,Blond,168,56,"Marvel Comics",-,good,0,,
205,super_hero_powers,1,,,,,,,,,,,,Flight,0
205,super_hero_powers,2,,,,,,,,,,,,"Energy Blasts",0
205,super_hero_powers,3,,,,,,,,,,,,Teleportation,0
205,super_hero_powers,4,,,,,,,,,,,,"Energy Constructs",0
205,super_hero_powers,5,,,,,,,,,,,,"Energy Manipulation",0
206,,,"Darth Maul",Male,"yellow / red","Dathomirian Zabrak",-,170,-99,"George Lucas","red / black",bad,0,,
206,super_hero_powers,1,,,,,,,,,,,,Agility,0
206,super_hero_powers,2,,,,,,,,,,,,Durability,0
206,super_hero_powers,3,,,,,,,,,,,,Stealth,0
206,super_hero_powers,4,,,,,,,,,,,,"Danger Sense",0
206,super_hero_powers,5,,,,,,,,,,,,Marksmanship,0
206,super_hero_powers,6,,,,,,,,,,,,"Weapons Master",0
206,super_hero_powers,7,,,,,,,,,,,,"Super Strength",0
206,super_hero_powers,8,,,,,,,,,,,,Telepathy,0
206,super_hero_powers,9,,,,,,,,,,,,Stamina,0
206,super_hero_powers,10,,,,,,,,,,,,Electrokinesis,0
206,super_hero_powers,11,,,,,,,,,,,,"Darkforce Manipulation",0
206,super_hero_powers,12,,,,,,,,,,,,Telekinesis,0
206,super_hero_powers,13,,,,,,,,,,,,Illusions,0
206,super_hero_powers,14,,,,,,,,,,,,"The Force",0
207,,,"Darth Vader",Male,yellow,Cyborg,"No Hair",198,135,"George Lucas",-,bad,0,,
207,super_hero_powers,1,,,,,,,,,,,,Agility,0
207,super_hero_powers,2,,,,,,,,,,,,"Accelerated Healing",0
207,super_hero_powers,3,,,,,,,,,,,,Durability,0
207,super_hero_powers,4,,,,,,,,,,,,Stealth,0
207,super_hero_powers,5,,,,,,,,,,,,"Danger Sense",0
207,super_hero_powers,6,,,,,,,,,,,,Marksmanship,0
207,super_hero_powers,7,,,,,,,,,,,,"Weapons Master",0
207,super_hero_powers,8,,,,,,,,,,,,Intelligence,0
207,super_hero_powers,9,,,,,,,,,,,,Telepathy,0
207,super_hero_powers,10,,,,,,,,,,,,"Energy Blasts",0
207,super_hero_powers,11,,,,,,,,,,,,"Super Speed",0
207,super_hero_powers,12,,,,,,,,,,,,Electrokinesis,0
207,super_hero_powers,13,,,,,,,,,,,,"Enhanced Senses",0
207,super_hero_powers,14,,,,,,,,,,,,Telekinesis,0
207,super_hero_powers,15,,,,,,,,,,,,Jump,0
207,super_hero_powers,16,,,,,,,,,,,,"Astral Projection",0
207,super_hero_powers,17,,,,,,,,,,,,Reflexes,0
207,super_hero_powers,18,,,,,,,,,,,,"Force Fields",0
207,super_hero_powers,19,,,,,,,,,,,,"Psionic Powers",0
207,super_hero_powers,20,,,,,,,,,,,,Precognition,0
207,super_hero_powers,21,,,,,,,,,,,,"Enhanced Hearing",0
207,super_hero_powers,22,,,,,,,,,,,,Hypnokinesis,0
207,super_hero_powers,23,,,,,,,,,,,,"Light Control",0
207,super_hero_powers,24,,,,,,,,,,,,Illusions,0
207,super_hero_powers,25,,,,,,,,,,,,Cloaking,0
207,super_hero_powers,26,,,,,,,,,,,,"The Force",0
208,,,Dash,Male,blue,Human,Blond,122,27,"Dark Horse Comics",-,good,0,,
208,super_hero_powers,1,,,,,,,,,,,,Agility,0
208,super_hero_powers,2,,,,,,,,,,,,Stamina,0
208,super_hero_powers,3,,,,,,,,,,,,"Super Speed",0
208,super_hero_powers,4,,,,,,,,,,,,Reflexes,0
209,,,Data,Male,yellow,Android,Brown,-99,-99,"Star Trek",-,good,0,,
209,super_hero_powers,1,,,,,,,,,,,,Agility,0
209,super_hero_powers,2,,,,,,,,,,,,"Cold Resistance",0
209,super_hero_powers,3,,,,,,,,,,,,Durability,0
209,super_hero_powers,4,,,,,,,,,,,,Longevity,0
209,super_hero_powers,5,,,,,,,,,,,,Intelligence,0
209,super_hero_powers,6,,,,,,,,,,,,"Super Strength",0
209,super_hero_powers,7,,,,,,,,,,,,"Super Speed",0
209,super_hero_powers,8,,,,,,,,,,,,"Enhanced Senses",0
209,super_hero_powers,9,,,,,,,,,,,,"Enhanced Memory",0
209,super_hero_powers,10,,,,,,,,,,,,Reflexes,0
209,super_hero_powers,11,,,,,,,,,,,,Technopath/Cyberpath,0
209,super_hero_powers,12,,,,,,,,,,,,"Enhanced Hearing",0
209,super_hero_powers,13,,,,,,,,,,,,"Enhanced Sight",0
209,super_hero_powers,14,,,,,,,,,,,,"Heat Resistance",0
209,super_hero_powers,15,,,,,,,,,,,,"Enhanced Smell",0
209,super_hero_powers,16,,,,,,,,,,,,Omnilingualism,0
210,,,Dazzler,Female,blue,Mutant,Blond,173,52,"Marvel Comics",-,good,0,,
210,super_hero_powers,1,,,,,,,,,,,,Agility,0
210,super_hero_powers,2,,,,,,,,,,,,"Energy Absorption",0
210,super_hero_powers,3,,,,,,,,,,,,Marksmanship,0
210,super_hero_powers,4,,,,,,,,,,,,"Energy Blasts",0
210,super_hero_powers,5,,,,,,,,,,,,Stamina,0
210,super_hero_powers,6,,,,,,,,,,,,"Audio Control",0
210,super_hero_powers,7,,,,,,,,,,,,"Energy Beams",0
210,super_hero_powers,8,,,,,,,,,,,,"Energy Constructs",0
210,super_hero_powers,9,,,,,,,,,,,,"Force Fields",0
210,super_hero_powers,10,,,,,,,,,,,,"Heat Generation",0
210,super_hero_powers,11,,,,,,,,,,,,"Light Control",0
210,super_hero_powers,12,,,,,,,,,,,,Levitation,0
210,super_hero_powers,13,,,,,,,,,,,,"Energy Manipulation",0
210,super_hero_powers,14,,,,,,,,,,,,Illusions,0
210,super_hero_powers,15,,,,,,,,,,,,Resurrection,0
211,,,Deadman,Male,blue,Human,Black,183,90,"DC Comics",-,good,0,,
211,super_hero_powers,1,,,,,,,,,,,,Agility,0
211,super_hero_powers,2,,,,,,,,,,,,"Lantern Power Ring",0
211,super_hero_powers,3,,,,,,,,,,,,Flight,0
211,super_hero_powers,4,,,,,,,,,,,,Stamina,0
211,super_hero_powers,5,,,,,,,,,,,,Possession,0
211,super_hero_powers,6,,,,,,,,,,,,Teleportation,0
211,super_hero_powers,7,,,,,,,,,,,,Magic,0
211,super_hero_powers,8,,,,,,,,,,,,Immortality,0
211,super_hero_powers,9,,,,,,,,,,,,Phasing,0
211,super_hero_powers,10,,,,,,,,,,,,Intangibility,0
211,super_hero_powers,11,,,,,,,,,,,,Levitation,0
211,super_hero_powers,12,,,,,,,,,,,,Invisibility,0
212,,,Deadpool,Male,brown,Mutant,"No Hair",188,95,"Marvel Comics",-,neutral,0,,
212,super_hero_powers,1,,,,,,,,,,,,Agility,0
212,super_hero_powers,2,,,,,,,,,,,,"Accelerated Healing",0
212,super_hero_powers,3,,,,,,,,,,,,"Dimensional Awareness",0
212,super_hero_powers,4,,,,,,,,,,,,Stealth,0
212,super_hero_powers,5,,,,,,,,,,,,Marksmanship,0
212,super_hero_powers,6,,,,,,,,,,,,"Weapons Master",0
212,super_hero_powers,7,,,,,,,,,,,,Longevity,0
212,super_hero_powers,8,,,,,,,,,,,,Stamina,0
212,super_hero_powers,9,,,,,,,,,,,,"Weapon-based Powers",0
212,super_hero_powers,10,,,,,,,,,,,,Teleportation,0
212,super_hero_powers,11,,,,,,,,,,,,Immortality,0
212,super_hero_powers,12,,,,,,,,,,,,Reflexes,0
212,super_hero_powers,13,,,,,,,,,,,,Regeneration,0
212,super_hero_powers,14,,,,,,,,,,,,"Toxin and Disease Resistance",0
212,super_hero_powers,15,,,,,,,,,,,,"Telepathy Resistance",0
212,super_hero_powers,16,,,,,,,,,,,,"Mind Control Resistance",0
213,,,Deadshot,Male,brown,Human,Brown,185,91,"DC Comics",-,bad,0,,
213,super_hero_powers,1,,,,,,,,,,,,Stealth,0
213,super_hero_powers,2,,,,,,,,,,,,Marksmanship,0
213,super_hero_powers,3,,,,,,,,,,,,"Weapons Master",0
213,super_hero_powers,4,,,,,,,,,,,,Stamina,0
214,,,Deathlok,Male,brown,Cyborg,Grey,193,178,"Marvel Comics",-,good,0,,
214,super_hero_powers,1,,,,,,,,,,,,Agility,0
214,super_hero_powers,2,,,,,,,,,,,,Durability,0
214,super_hero_powers,3,,,,,,,,,,,,Intelligence,0
214,super_hero_powers,4,,,,,,,,,,,,"Super Strength",0
214,super_hero_powers,5,,,,,,,,,,,,Stamina,0
214,super_hero_powers,6,,,,,,,,,,,,"Super Speed",0
214,super_hero_powers,7,,,,,,,,,,,,"Enhanced Memory",0
214,super_hero_powers,8,,,,,,,,,,,,Reflexes,0
214,super_hero_powers,9,,,,,,,,,,,,"Vision - Telescopic",0
214,super_hero_powers,10,,,,,,,,,,,,"Vision - Microscopic",0
214,super_hero_powers,11,,,,,,,,,,,,"Vision - Infrared",0
215,,,Deathstroke,Male,blue,Human,White,193,101,"DC Comics",-,neutral,0,,
215,super_hero_powers,1,,,,,,,,,,,,Agility,0
215,super_hero_powers,2,,,,,,,,,,,,"Accelerated Healing",0
215,super_hero_powers,3,,,,,,,,,,,,Durability,0
215,super_hero_powers,4,,,,,,,,,,,,"Weapons Master",0
215,super_hero_powers,5,,,,,,,,,,,,Longevity,0
215,super_hero_powers,6,,,,,,,,,,,,"Super Strength",0
215,super_hero_powers,7,,,,,,,,,,,,"Super Speed",0
215,super_hero_powers,8,,,,,,,,,,,,"Weapon-based Powers",0
215,super_hero_powers,9,,,,,,,,,,,,"Enhanced Senses",0
215,super_hero_powers,10,,,,,,,,,,,,Reflexes,0
215,super_hero_powers,11,,,,,,,,,,,,"Toxin and Disease Resistance",0
216,,,Demogoblin,Male,red,Demon,"No Hair",185,95,"Marvel Comics",-,bad,0,,
216,super_hero_powers,1,,,,,,,,,,,,Agility,0
216,super_hero_powers,2,,,,,,,,,,,,"Super Strength",0
216,super_hero_powers,3,,,,,,,,,,,,Telepathy,0
216,super_hero_powers,4,,,,,,,,,,,,Stamina,0
216,super_hero_powers,5,,,,,,,,,,,,"Super Speed",0
216,super_hero_powers,6,,,,,,,,,,,,Magic,0
216,super_hero_powers,7,,,,,,,,,,,,Reflexes,0
216,super_hero_powers,8,,,,,,,,,,,,"Natural Weapons",0
217,,,Destroyer,Male,-,-,-,188,383,"Marvel Comics",-,bad,0,,
217,super_hero_powers,1,,,,,,,,,,,,"Super Strength",0
217,super_hero_powers,2,,,,,,,,,,,,"Energy Blasts",0
217,super_hero_powers,3,,,,,,,,,,,,"Size Changing",0
217,super_hero_powers,4,,,,,,,,,,,,"Molecular Manipulation",0
217,super_hero_powers,5,,,,,,,,,,,,Levitation,0
218,,,Diamondback,Male,brown,Human,Black,193,90,"Marvel Comics",-,bad,0,,
218,super_hero_powers,1,,,,,,,,,,,,Marksmanship,0
218,super_hero_powers,2,,,,,,,,,,,,"Weapons Master",0
219,,,"DL Hawkins",Male,-,-,-,-99,-99,"NBC - Heroes",-,good,0,,
219,super_hero_powers,1,,,,,,,,,,,,Phasing,0
220,,,"Doc Samson",Male,blue,"Human / Radiation",Green,198,171,"Marvel Comics",-,good,0,,
220,super_hero_powers,1,,,,,,,,,,,,Durability,0
220,super_hero_powers,2,,,,,,,,,,,,"Super Strength",0
220,super_hero_powers,3,,,,,,,,,,,,Stamina,0
221,,,"Doctor Doom",Male,brown,Human,Brown,201,187,"Marvel Comics",-,bad,0,,
221,super_hero_powers,1,,,,,,,,,,,,Durability,0
221,super_hero_powers,2,,,,,,,,,,,,Flight,0
221,super_hero_powers,3,,,,,,,,,,,,"Super Strength",0
221,super_hero_powers,4,,,,,,,,,,,,"Energy Blasts",0
221,super_hero_powers,5,,,,,,,,,,,,Stamina,0
221,super_hero_powers,6,,,,,,,,,,,,"Astral Travel",0
221,super_hero_powers,7,,,,,,,,,,,,"Super Speed",0
221,super_hero_powers,8,,,,,,,,,,,,"Weapon-based Powers",0
221,super_hero_powers,9,,,,,,,,,,,,Electrokinesis,0
221,super_hero_powers,10,,,,,,,,,,,,Teleportation,0
221,super_hero_powers,11,,,,,,,,,,,,Magic,0
221,super_hero_powers,12,,,,,,,,,,,,"Dimensional Travel",0
221,super_hero_powers,13,,,,,,,,,,,,Summoning,0
221,super_hero_powers,14,,,,,,,,,,,,"Force Fields",0
221,super_hero_powers,15,,,,,,,,,,,,"Time Travel",0
222,,,"Doctor Doom II",Male,brown,-,Brown,201,132,"Marvel Comics",-,bad,0,,
222,super_hero_powers,1,,,,,,,,,,,,Flight,0
222,super_hero_powers,2,,,,,,,,,,,,"Super Strength",0
222,super_hero_powers,3,,,,,,,,,,,,"Energy Blasts",0
222,super_hero_powers,4,,,,,,,,,,,,"Force Fields",0
222,super_hero_powers,5,,,,,,,,,,,,"Psionic Powers",0
223,,,"Doctor Fate",Male,blue,Human,Blond,188,89,"DC Comics",-,good,0,,
223,super_hero_powers,1,,,,,,,,,,,,"Accelerated Healing",0
223,super_hero_powers,2,,,,,,,,,,,,"Dimensional Awareness",0
223,super_hero_powers,3,,,,,,,,,,,,Flight,0
223,super_hero_powers,4,,,,,,,,,,,,Longevity,0
223,super_hero_powers,5,,,,,,,,,,,,"Super Strength",0
223,super_hero_powers,6,,,,,,,,,,,,Telepathy,0
223,super_hero_powers,7,,,,,,,,,,,,"Energy Blasts",0
223,super_hero_powers,8,,,,,,,,,,,,"Super Speed",0
223,super_hero_powers,9,,,,,,,,,,,,Teleportation,0
223,super_hero_powers,10,,,,,,,,,,,,Telekinesis,0
223,super_hero_powers,11,,,,,,,,,,,,"Dimensional Travel",0
223,super_hero_powers,12,,,,,,,,,,,,Phasing,0
223,super_hero_powers,13,,,,,,,,,,,,"Astral Projection",0
223,super_hero_powers,14,,,,,,,,,,,,"Energy Constructs",0
223,super_hero_powers,15,,,,,,,,,,,,"Mind Control",0
223,super_hero_powers,16,,,,,,,,,,,,"Molecular Manipulation",0
223,super_hero_powers,17,,,,,,,,,,,,Illusions,0
223,super_hero_powers,18,,,,,,,,,,,,"Energy Resistance",0
223,super_hero_powers,19,,,,,,,,,,,,Magnetism,0
223,super_hero_powers,20,,,,,,,,,,,,"Time Manipulation",0
223,super_hero_powers,21,,,,,,,,,,,,Invisibility,0
223,super_hero_powers,22,,,,,,,,,,,,Resurrection,0
224,,,"Doctor Octopus",Male,brown,Human,Brown,175,110,"Marvel Comics",-,bad,0,,
224,super_hero_powers,1,,,,,,,,,,,,Agility,0
224,super_hero_powers,2,,,,,,,,,,,,Marksmanship,0
224,super_hero_powers,3,,,,,,,,,,,,Intelligence,0
224,super_hero_powers,4,,,,,,,,,,,,"Super Strength",0
224,super_hero_powers,5,,,,,,,,,,,,Stamina,0
224,super_hero_powers,6,,,,,,,,,,,,"Super Speed",0
224,super_hero_powers,7,,,,,,,,,,,,"Weapon-based Powers",0
224,super_hero_powers,8,,,,,,,,,,,,Technopath/Cyberpath,0
224,super_hero_powers,9,,,,,,,,,,,,"Power Suit",0
224,super_hero_powers,10,,,,,,,,,,,,Wallcrawling,0
225,,,"Doctor Strange",Male,grey,Human,Black,188,81,"Marvel Comics",-,good,0,,
225,super_hero_powers,1,,,,,,,,,,,,"Dimensional Awareness",0
225,super_hero_powers,2,,,,,,,,,,,,Flight,0
225,super_hero_powers,3,,,,,,,,,,,,Longevity,0
225,super_hero_powers,4,,,,,,,,,,,,Telepathy,0
225,super_hero_powers,5,,,,,,,,,,,,"Energy Blasts",0
225,super_hero_powers,6,,,,,,,,,,,,Teleportation,0
225,super_hero_powers,7,,,,,,,,,,,,Telekinesis,0
225,super_hero_powers,8,,,,,,,,,,,,Magic,0
225,super_hero_powers,9,,,,,,,,,,,,"Dimensional Travel",0
225,super_hero_powers,10,,,,,,,,,,,,Phasing,0
225,super_hero_powers,11,,,,,,,,,,,,"Astral Projection",0
225,super_hero_powers,12,,,,,,,,,,,,Summoning,0
225,super_hero_powers,13,,,,,,,,,,,,"Force Fields",0
225,super_hero_powers,14,,,,,,,,,,,,Hypnokinesis,0
225,super_hero_powers,15,,,,,,,,,,,,Intangibility,0
225,super_hero_powers,16,,,,,,,,,,,,Banish,0
225,super_hero_powers,17,,,,,,,,,,,,"Time Travel",0
225,super_hero_powers,18,,,,,,,,,,,,Illusions,0
225,super_hero_powers,19,,,,,,,,,,,,"Time Manipulation",0
225,super_hero_powers,20,,,,,,,,,,,,Invisibility,0
226,,,Domino,Female,blue,Human,Black,173,54,"Marvel Comics",white,good,0,,
226,super_hero_powers,1,,,,,,,,,,,,Agility,0
226,super_hero_powers,2,,,,,,,,,,,,Marksmanship,0
226,super_hero_powers,3,,,,,,,,,,,,Reflexes,0
226,super_hero_powers,4,,,,,,,,,,,,"Probability Manipulation",0
227,,,Donatello,Male,green,Mutant,"No Hair",-99,-99,"IDW Publishing",green,good,0,,
227,super_hero_powers,1,,,,,,,,,,,,Agility,0
227,super_hero_powers,2,,,,,,,,,,,,"Accelerated Healing",0
227,super_hero_powers,3,,,,,,,,,,,,Stealth,0
227,super_hero_powers,4,,,,,,,,,,,,Marksmanship,0
227,super_hero_powers,5,,,,,,,,,,,,"Weapons Master",0
227,super_hero_powers,6,,,,,,,,,,,,Stamina,0
227,super_hero_powers,7,,,,,,,,,,,,Jump,0
227,super_hero_powers,8,,,,,,,,,,,,"Natural Armor",0
227,super_hero_powers,9,,,,,,,,,,,,Sub-Mariner,0
228,,,"Donna Troy",Female,blue,Amazon,Black,175,63,"DC Comics",-,good,0,,
228,super_hero_powers,1,,,,,,,,,,,,Flight,0
228,super_hero_powers,2,,,,,,,,,,,,"Super Strength",0
228,super_hero_powers,3,,,,,,,,,,,,"Super Speed",0
229,,,Doomsday,Male,red,Alien,White,244,412,"DC Comics",-,bad,0,,
229,super_hero_powers,1,,,,,,,,,,,,Agility,0
229,super_hero_powers,2,,,,,,,,,,,,"Accelerated Healing",0
229,super_hero_powers,3,,,,,,,,,,,,"Cold Resistance",0
229,super_hero_powers,4,,,,,,,,,,,,Durability,0
229,super_hero_powers,5,,,,,,,,,,,,"Energy Absorption",0
229,super_hero_powers,6,,,,,,,,,,,,"Super Strength",0
229,super_hero_powers,7,,,,,,,,,,,,Stamina,0
229,super_hero_powers,8,,,,,,,,,,,,"Super Speed",0
229,super_hero_powers,9,,,,,,,,,,,,Jump,0
229,super_hero_powers,10,,,,,,,,,,,,Reflexes,0
229,super_hero_powers,11,,,,,,,,,,,,Invulnerability,0
229,super_hero_powers,12,,,,,,,,,,,,Self-Sustenance,0
229,super_hero_powers,13,,,,,,,,,,,,"Power Absorption",0
229,super_hero_powers,14,,,,,,,,,,,,"Natural Armor",0
229,super_hero_powers,15,,,,,,,,,,,,Adaptation,0
229,super_hero_powers,16,,,,,,,,,,,,Regeneration,0
229,super_hero_powers,17,,,,,,,,,,,,"Heat Resistance",0
229,super_hero_powers,18,,,,,,,,,,,,"Natural Weapons",0
229,super_hero_powers,19,,,,,,,,,,,,"Energy Resistance",0
229,super_hero_powers,20,,,,,,,,,,,,Resurrection,0
230,,,Doppelganger,Male,white,-,"No Hair",196,104,"Marvel Comics",-,bad,0,,
230,super_hero_powers,1,,,,,,,,,,,,Agility,0
230,super_hero_powers,2,,,,,,,,,,,,"Accelerated Healing",0
230,super_hero_powers,3,,,,,,,,,,,,"Super Strength",0
230,super_hero_powers,4,,,,,,,,,,,,Stamina,0
230,super_hero_powers,5,,,,,,,,,,,,"Super Speed",0
230,super_hero_powers,6,,,,,,,,,,,,Shapeshifting,0
230,super_hero_powers,7,,,,,,,,,,,,Reflexes,0
230,super_hero_powers,8,,,,,,,,,,,,"Natural Weapons",0
230,super_hero_powers,9,,,,,,,,,,,,Wallcrawling,0
231,,,Dormammu,Male,yellow,-,"No Hair",185,-99,"Marvel Comics",-,bad,0,,
231,super_hero_powers,1,,,,,,,,,,,,"Power Augmentation",0
231,super_hero_powers,2,,,,,,,,,,,,"Super Strength",0
231,super_hero_powers,3,,,,,,,,,,,,Telepathy,0
231,super_hero_powers,4,,,,,,,,,,,,"Size Changing",0
231,super_hero_powers,5,,,,,,,,,,,,Stamina,0
231,super_hero_powers,6,,,,,,,,,,,,"Super Speed",0
231,super_hero_powers,7,,,,,,,,,,,,"Darkforce Manipulation",0
231,super_hero_powers,8,,,,,,,,,,,,Teleportation,0
231,super_hero_powers,9,,,,,,,,,,,,Magic,0
231,super_hero_powers,10,,,,,,,,,,,,"Dimensional Travel",0
231,super_hero_powers,11,,,,,,,,,,,,Shapeshifting,0
231,super_hero_powers,12,,,,,,,,,,,,Immortality,0
231,super_hero_powers,13,,,,,,,,,,,,"Molecular Manipulation",0
232,,,"Dr Manhattan",Male,white,"Human / Cosmic","No Hair",-99,-99,"DC Comics",blue,good,0,,
232,super_hero_powers,1,,,,,,,,,,,,"Accelerated Healing",0
232,super_hero_powers,2,,,,,,,,,,,,Durability,0
232,super_hero_powers,3,,,,,,,,,,,,"Energy Absorption",0
232,super_hero_powers,4,,,,,,,,,,,,Flight,0
232,super_hero_powers,5,,,,,,,,,,,,Longevity,0
232,super_hero_powers,6,,,,,,,,,,,,Intelligence,0
232,super_hero_powers,7,,,,,,,,,,,,"Super Strength",0
232,super_hero_powers,8,,,,,,,,,,,,"Energy Blasts",0
232,super_hero_powers,9,,,,,,,,,,,,Duplication,0
232,super_hero_powers,10,,,,,,,,,,,,"Size Changing",0
232,super_hero_powers,11,,,,,,,,,,,,"Density Control",0
232,super_hero_powers,12,,,,,,,,,,,,"Super Speed",0
232,super_hero_powers,13,,,,,,,,,,,,Teleportation,0
232,super_hero_powers,14,,,,,,,,,,,,Telekinesis,0
232,super_hero_powers,15,,,,,,,,,,,,Immortality,0
232,super_hero_powers,16,,,,,,,,,,,,Phasing,0
232,super_hero_powers,17,,,,,,,,,,,,Invulnerability,0
232,super_hero_powers,18,,,,,,,,,,,,"Energy Constructs",0
232,super_hero_powers,19,,,,,,,,,,,,"Force Fields",0
232,super_hero_powers,20,,,,,,,,,,,,Self-Sustenance,0
232,super_hero_powers,21,,,,,,,,,,,,Precognition,0
232,super_hero_powers,22,,,,,,,,,,,,Intangibility,0
232,super_hero_powers,23,,,,,,,,,,,,"Molecular Manipulation",0
232,super_hero_powers,24,,,,,,,,,,,,"Energy Manipulation",0
232,super_hero_powers,25,,,,,,,,,,,,"Time Travel",0
232,super_hero_powers,26,,,,,,,,,,,,Omnilingualism,0
232,super_hero_powers,27,,,,,,,,,,,,"Time Manipulation",0
232,super_hero_powers,28,,,,,,,,,,,,"Matter Absorption",0
232,super_hero_powers,29,,,,,,,,,,,,"Molecular Dissipation",0
233,,,"Drax the Destroyer",Male,red,"Human / Altered","No Hair",193,306,"Marvel Comics",green,good,0,,
233,super_hero_powers,1,,,,,,,,,,,,Agility,0
233,super_hero_powers,2,,,,,,,,,,,,"Accelerated Healing",0
233,super_hero_powers,3,,,,,,,,,,,,"Cold Resistance",0
233,super_hero_powers,4,,,,,,,,,,,,Durability,0
233,super_hero_powers,5,,,,,,,,,,,,"Weapons Master",0
233,super_hero_powers,6,,,,,,,,,,,,"Super Strength",0
233,super_hero_powers,7,,,,,,,,,,,,Stamina,0
233,super_hero_powers,8,,,,,,,,,,,,"Enhanced Senses",0
233,super_hero_powers,9,,,,,,,,,,,,Self-Sustenance,0
233,super_hero_powers,10,,,,,,,,,,,,"Heat Resistance",0
233,super_hero_powers,11,,,,,,,,,,,,"Enhanced Smell",0
234,,,Ego,-,-,-,-,-99,-99,"Marvel Comics",-,bad,0,,
234,super_hero_powers,1,,,,,,,,,,,,"Energy Absorption",0
234,super_hero_powers,2,,,,,,,,,,,,"Super Strength",0
234,super_hero_powers,3,,,,,,,,,,,,"Super Speed",0
235,,,Elastigirl,Female,brown,Human,Brown,168,56,"Dark Horse Comics",-,good,0,,
235,super_hero_powers,1,,,,,,,,,,,,Agility,0
235,super_hero_powers,2,,,,,,,,,,,,Durability,0
235,super_hero_powers,3,,,,,,,,,,,,"Super Strength",0
235,super_hero_powers,4,,,,,,,,,,,,"Size Changing",0
